artist_id,date,platform,total_streams,unique_listeners,peak_hour,avg_completion_rate
A0038,2024-12-29,spotify,348,274,18,0.73
A0038,2024-12-29,youtube,165,98,22,0.75
A0038,2024-12-29,instagram,287,182,19,0.76
A0038,2024-12-28,spotify,389,178,19,0.87
A0038,2024-12-28,youtube,212,134,19,0.77
A0038,2024-12-28,instagram,315,146,20,0.65
A0038,2024-12-27,spotify,182,83,21,0.73
A0038,2024-12-27,youtube,424,182,17,0.67
A0038,2024-12-27,instagram,346,225,21,0.83
A0038,2024-12-26,spotify,827,547,18,0.88
A0038,2024-12-26,youtube,371,250,18,0.69
A0038,2024-12-26,instagram,222,89,19,0.54
A0038,2024-12-25,spotify,664,411,21,0.87
A0038,2024-12-25,youtube,755,507,20,0.74
A0038,2024-12-25,instagram,457,352,19,0.57
A0038,2024-12-24,spotify,636,368,20,0.6
A0038,2024-12-24,youtube,415,321,21,0.89
A0038,2024-12-24,instagram,252,106,19,0.85
A0038,2024-12-23,spotify,951,601,17,0.79
A0038,2024-12-23,youtube,249,119,20,0.85
A0038,2024-12-23,instagram,112,67,19,0.78
A0038,2024-12-22,spotify,582,318,21,0.75
A0038,2024-12-22,youtube,361,228,22,0.59
A0038,2024-12-22,instagram,328,166,20,0.73
A0038,2024-12-21,spotify,388,181,19,0.69
A0038,2024-12-21,youtube,343,187,19,0.75
A0038,2024-12-21,instagram,208,160,18,0.65
A0038,2024-12-20,spotify,423,186,22,0.58
A0038,2024-12-20,youtube,686,457,18,0.86
A0038,2024-12-20,instagram,272,132,18,0.64
A0038,2024-12-19,spotify,753,481,21,0.65
A0038,2024-12-19,youtube,548,259,21,0.88
A0038,2024-12-19,instagram,210,115,21,0.56
A0038,2024-12-18,spotify,308,152,17,0.75
A0038,2024-12-18,youtube,130,82,18,0.55
A0038,2024-12-18,instagram,496,270,19,0.75
A0038,2024-12-17,spotify,363,147,18,0.66
A0038,2024-12-17,youtube,334,226,18,0.64
A0038,2024-12-17,instagram,401,265,21,0.69
A0038,2024-12-16,spotify,288,205,19,0.76
A0038,2024-12-16,youtube,579,335,19,0.87
A0038,2024-12-16,instagram,439,238,21,0.6
A0039,2025-01-14,spotify,502,337,20,0.58
A0039,2025-01-14,youtube,420,292,17,0.63
A0039,2025-01-14,instagram,123,93,20,0.53
A0039,2025-01-13,spotify,628,378,22,0.65
A0039,2025-01-13,youtube,345,208,18,0.68
A0039,2025-01-13,instagram,70,34,21,0.56
A0039,2025-01-12,spotify,936,501,21,0.9
A0039,2025-01-12,youtube,139,63,22,0.72
A0039,2025-01-12,instagram,71,51,19,0.59
A0039,2025-01-11,spotify,948,678,21,0.61
A0039,2025-01-11,youtube,382,302,17,0.56
A0039,2025-01-11,instagram,174,77,18,0.67
A0039,2025-01-10,spotify,596,261,18,0.54
A0039,2025-01-10,youtube,670,346,22,0.82
A0039,2025-01-10,instagram,98,70,21,0.76
A0039,2025-01-09,spotify,925,501,19,0.78
A0039,2025-01-09,youtube,292,201,18,0.63
A0039,2025-01-09,instagram,93,73,19,0.69
A0039,2025-01-08,spotify,160,124,20,0.75
A0039,2025-01-08,youtube,566,265,22,0.57
A0039,2025-01-08,instagram,210,94,19,0.81
A0039,2025-01-07,spotify,614,482,20,0.74
A0039,2025-01-07,youtube,758,461,17,0.77
A0039,2025-01-07,instagram,74,57,22,0.65
A0039,2025-01-06,spotify,267,171,21,0.72
A0039,2025-01-06,youtube,783,341,19,0.66
A0039,2025-01-06,instagram,338,227,18,0.66
A0039,2025-01-05,spotify,783,550,22,0.84
A0039,2025-01-05,youtube,720,373,17,0.6
A0039,2025-01-05,instagram,172,71,17,0.54
A0039,2025-01-04,spotify,403,287,20,0.74
A0039,2025-01-04,youtube,157,81,22,0.81
A0039,2025-01-04,instagram,379,275,22,0.68
A0039,2025-01-03,spotify,545,378,21,0.58
A0039,2025-01-03,youtube,553,441,17,0.5
A0039,2025-01-03,instagram,116,64,20,0.83
A0039,2025-01-02,spotify,271,137,17,0.51
A0039,2025-01-02,youtube,142,90,20,0.7
A0039,2025-01-02,instagram,302,192,22,0.58
A0039,2025-01-01,spotify,650,382,21,0.75
A0039,2025-01-01,youtube,609,449,22,0.89
A0039,2025-01-01,instagram,454,264,21,0.55
A0039,2024-12-31,spotify,644,437,20,0.89
A0039,2024-12-31,youtube,554,409,17,0.62
A0039,2024-12-31,instagram,52,31,17,0.59
A0039,2024-12-30,spotify,625,382,18,0.72
A0039,2024-12-30,youtube,298,216,17,0.86
A0039,2024-12-30,instagram,230,148,19,0.71
A0039,2024-12-29,spotify,484,301,22,0.58
A0039,2024-12-29,youtube,157,117,18,0.54
A0039,2024-12-29,instagram,281,157,21,0.73
A0039,2024-12-28,spotify,454,225,18,0.65
A0039,2024-12-28,youtube,337,183,20,0.87
A0039,2024-12-28,instagram,75,50,21,0.78
A0039,2024-12-27,spotify,536,260,21,0.69
A0039,2024-12-27,youtube,648,270,22,0.78
A0039,2024-12-27,instagram,266,109,21,0.69
A0039,2024-12-26,spotify,246,166,17,0.67
A0039,2024-12-26,youtube,474,192,18,0.69
A0039,2024-12-26,instagram,375,209,19,0.71
A0039,2024-12-25,spotify,651,306,21,0.55
A0039,2024-12-25,youtube,769,357,20,0.57
A0039,2024-12-25,instagram,313,155,22,0.9
A0039,2024-12-24,spotify,134,61,22,0.75
A0039,2024-12-24,youtube,506,203,20,0.61
A0039,2024-12-24,instagram,160,98,17,0.89
A0039,2024-12-23,spotify,352,202,21,0.6
A0039,2024-12-23,youtube,245,112,18,0.85
A0039,2024-12-23,instagram,491,377,18,0.73
A0039,2024-12-22,spotify,663,294,21,0.57
A0039,2024-12-22,youtube,308,190,19,0.73
A0039,2024-12-22,instagram,255,144,22,0.69
A0039,2024-12-21,spotify,125,89,20,0.85
A0039,2024-12-21,youtube,89,47,20,0.76
A0039,2024-12-21,instagram,188,98,17,0.55
A0039,2024-12-20,spotify,699,476,17,0.72
A0039,2024-12-20,youtube,102,66,19,0.57
A0039,2024-12-20,instagram,400,289,22,0.85
A0039,2024-12-19,spotify,339,245,18,0.83
A0039,2024-12-19,youtube,151,117,17,0.79
A0039,2024-12-19,instagram,429,189,20,0.57
A0039,2024-12-18,spotify,434,307,20,0.73
A0039,2024-12-18,youtube,691,421,20,0.68
A0039,2024-12-18,instagram,177,80,22,0.81
A0039,2024-12-17,spotify,770,413,18,0.88
A0039,2024-12-17,youtube,708,540,20,0.88
A0039,2024-12-17,instagram,171,78,20,0.72
A0039,2024-12-16,spotify,836,506,20,0.72
A0039,2024-12-16,youtube,647,335,22,0.61
A0039,2024-12-16,instagram,311,237,20,0.79
A0040,2025-01-14,spotify,895,570,20,0.57
A0040,2025-01-14,youtube,171,132,21,0.86
A0040,2025-01-14,instagram,287,225,18,0.67
A0040,2025-01-13,spotify,153,65,17,0.79
A0040,2025-01-13,youtube,200,144,18,0.6
A0040,2025-01-13,instagram,254,171,21,0.7
A0040,2025-01-12,spotify,970,457,17,0.51
A0040,2025-01-12,youtube,648,418,19,0.83
A0040,2025-01-12,instagram,230,105,19,0.75
A0040,2025-01-11,spotify,959,655,18,0.84
A0040,2025-01-11,youtube,320,227,21,0.54
A0040,2025-01-11,instagram,181,131,18,0.72
A0040,2025-01-10,spotify,158,86,17,0.81
A0040,2025-01-10,youtube,173,81,22,0.75
A0040,2025-01-10,instagram,301,160,22,0.57
A0040,2025-01-09,spotify,134,93,19,0.57
A0040,2025-01-09,youtube,176,108,20,0.61
A0040,2025-01-09,instagram,139,89,22,0.53
A0040,2025-01-08,spotify,871,518,17,0.9
A0040,2025-01-08,youtube,83,42,20,0.83
A0040,2025-01-08,instagram,190,146,21,0.78
A0040,2025-01-07,spotify,294,205,19,0.71
A0040,2025-01-07,youtube,432,246,22,0.51
A0040,2025-01-07,instagram,440,251,18,0.59
A0040,2025-01-06,spotify,296,141,20,0.73
A0040,2025-01-06,youtube,415,273,20,0.72
A0040,2025-01-06,instagram,240,180,18,0.83
A0040,2025-01-05,spotify,235,98,17,0.76
A0040,2025-01-05,youtube,385,232,19,0.63
A0040,2025-01-05,instagram,231,124,21,0.7
A0040,2025-01-04,spotify,274,161,18,0.52
A0040,2025-01-04,youtube,168,93,20,0.63
A0040,2025-01-04,instagram,262,204,18,0.57
A0040,2025-01-03,spotify,868,520,18,0.78
A0040,2025-01-03,youtube,748,550,20,0.67
A0040,2025-01-03,instagram,237,164,21,0.62
A0040,2025-01-02,spotify,268,136,20,0.65
A0040,2025-01-02,youtube,668,499,19,0.74
A0040,2025-01-02,instagram,70,40,19,0.62
A0040,2025-01-01,spotify,647,410,18,0.78
A0040,2025-01-01,youtube,278,197,21,0.57
A0040,2025-01-01,instagram,496,381,19,0.72
A0040,2024-12-31,spotify,879,663,19,0.58
A0040,2024-12-31,youtube,294,148,18,0.62
A0040,2024-12-31,instagram,332,220,22,0.72
A0040,2024-12-30,spotify,800,345,22,0.5
A0040,2024-12-30,youtube,476,320,19,0.53
A0040,2024-12-30,instagram,274,193,17,0.51
A0040,2024-12-29,spotify,184,75,19,0.55
A0040,2024-12-29,youtube,716,375,21,0.86
A0040,2024-12-29,instagram,174,102,19,0.71
A0040,2024-12-28,spotify,880,380,18,0.53
A0040,2024-12-28,youtube,255,189,19,0.76
A0040,2024-12-28,instagram,486,201,20,0.64
A0040,2024-12-27,spotify,315,214,19,0.89
A0040,2024-12-27,youtube,104,44,19,0.72
A0040,2024-12-27,instagram,132,84,19,0.6
A0040,2024-12-26,spotify,628,278,18,0.74
A0040,2024-12-26,youtube,785,615,17,0.69
A0040,2024-12-26,instagram,203,94,17,0.55
A0040,2024-12-25,spotify,736,343,21,0.79
A0040,2024-12-25,youtube,131,103,22,0.9
A0040,2024-12-25,instagram,190,77,19,0.52
A0040,2024-12-24,spotify,377,295,21,0.51
A0040,2024-12-24,youtube,444,295,21,0.75
A0040,2024-12-24,instagram,122,93,22,0.86
A0040,2024-12-23,spotify,663,440,21,0.89
A0040,2024-12-23,youtube,388,279,17,0.54
A0040,2024-12-23,instagram,184,142,20,0.61
A0040,2024-12-22,spotify,235,168,19,0.87
A0040,2024-12-22,youtube,550,365,17,0.53
A0040,2024-12-22,instagram,74,45,22,0.64
A0040,2024-12-21,spotify,489,367,17,0.59
A0040,2024-12-21,youtube,660,289,20,0.61
A0040,2024-12-21,instagram,401,180,21,0.86
A0040,2024-12-20,spotify,657,352,22,0.52
A0040,2024-12-20,youtube,111,51,20,0.69
A0040,2024-12-20,instagram,197,104,22,0.77
A0040,2024-12-19,spotify,509,391,21,0.6
A0040,2024-12-19,youtube,364,151,19,0.82
A0040,2024-12-19,instagram,272,204,20,0.79
A0040,2024-12-18,spotify,313,136,19,0.74
A0040,2024-12-18,youtube,223,163,17,0.81
A0040,2024-12-18,instagram,441,278,22,0.5
A0040,2024-12-17,spotify,606,328,19,0.52
A0040,2024-12-17,youtube,102,64,21,0.58
A0040,2024-12-17,instagram,204,158,18,0.8
A0040,2024-12-16,spotify,324,232,20,0.52
A0040,2024-12-16,youtube,670,278,19,0.73
A0040,2024-12-16,instagram,204,103,22,0.7
A0041,2025-01-14,spotify,941,653,20,0.78
A0041,2025-01-14,youtube,560,366,17,0.76
A0041,2025-01-14,instagram,155,79,19,0.58
A0041,2025-01-13,spotify,470,363,22,0.59
A0041,2025-01-13,youtube,720,540,17,0.52
A0041,2025-01-13,instagram,282,189,22,0.68
A0041,2025-01-12,spotify,990,621,20,0.83
A0041,2025-01-12,youtube,444,219,19,0.66
A0041,2025-01-12,instagram,256,147,20,0.51
A0041,2025-01-11,spotify,875,393,20,0.66
A0041,2025-01-11,youtube,364,230,19,0.64
A0041,2025-01-11,instagram,288,188,20,0.82
A0041,2025-01-10,spotify,883,666,18,0.65
A0041,2025-01-10,youtube,496,356,22,0.83
A0041,2025-01-10,instagram,214,148,18,0.77
A0041,2025-01-09,spotify,968,587,17,0.63
A0041,2025-01-09,youtube,456,198,22,0.84
A0041,2025-01-09,instagram,117,73,17,0.54
A0041,2025-01-08,spotify,153,77,18,0.7
A0041,2025-01-08,youtube,604,308,19,0.73
A0041,2025-01-08,instagram,231,176,22,0.79
A0041,2025-01-07,spotify,269,151,21,0.59
A0041,2025-01-07,youtube,119,74,22,0.55
A0041,2025-01-07,instagram,222,165,19,0.88
A0041,2025-01-06,spotify,581,311,20,0.85
A0041,2025-01-06,youtube,477,318,21,0.56
A0041,2025-01-06,instagram,108,59,21,0.61
A0041,2025-01-05,spotify,730,489,20,0.54
A0041,2025-01-05,youtube,128,67,22,0.79
A0041,2025-01-05,instagram,426,303,19,0.61
A0041,2025-01-04,spotify,558,320,19,0.64
A0041,2025-01-04,youtube,180,141,22,0.68
A0041,2025-01-04,instagram,390,264,18,0.78
A0041,2025-01-03,spotify,495,272,22,0.74
A0041,2025-01-03,youtube,480,349,20,0.61
A0041,2025-01-03,instagram,305,188,17,0.57
A0041,2025-01-02,spotify,325,179,18,0.6
A0041,2025-01-02,youtube,496,284,19,0.59
A0041,2025-01-02,instagram,258,134,20,0.61
A0041,2025-01-01,spotify,477,272,19,0.6
A0041,2025-01-01,youtube,336,243,20,0.67
A0041,2025-01-01,instagram,473,261,20,0.84
A0041,2024-12-31,spotify,644,492,21,0.79
A0041,2024-12-31,youtube,132,85,21,0.65
A0041,2024-12-31,instagram,375,221,22,0.64
A0041,2024-12-30,spotify,167,67,21,0.86
A0041,2024-12-30,youtube,620,274,22,0.61
A0041,2024-12-30,instagram,192,76,17,0.54
A0041,2024-12-29,spotify,600,271,20,0.88
A0041,2024-12-29,youtube,100,62,22,0.76
A0041,2024-12-29,instagram,70,33,17,0.68
A0041,2024-12-28,spotify,322,213,19,0.63
A0041,2024-12-28,youtube,740,534,22,0.62
A0041,2024-12-28,instagram,288,230,20,0.65
A0041,2024-12-27,spotify,759,439,19,0.68
A0041,2024-12-27,youtube,400,182,22,0.85
A0041,2024-12-27,instagram,442,211,18,0.5
A0041,2024-12-26,spotify,361,155,19,0.53
A0041,2024-12-26,youtube,629,303,19,0.84
A0041,2024-12-26,instagram,431,181,18,0.81
A0041,2024-12-25,spotify,522,293,22,0.6
A0041,2024-12-25,youtube,621,263,19,0.84
A0041,2024-12-25,instagram,493,219,19,0.72
A0041,2024-12-24,spotify,826,438,20,0.64
A0041,2024-12-24,youtube,704,462,22,0.66
A0041,2024-12-24,instagram,400,242,17,0.63
A0041,2024-12-23,spotify,785,332,20,0.64
A0041,2024-12-23,youtube,553,324,18,0.7
A0041,2024-12-23,instagram,149,76,18,0.69
A0041,2024-12-22,spotify,649,310,18,0.84
A0041,2024-12-22,youtube,310,126,18,0.64
A0041,2024-12-22,instagram,281,178,20,0.55
A0041,2024-12-21,spotify,102,46,21,0.79
A0041,2024-12-21,youtube,671,473,19,0.63
A0041,2024-12-21,instagram,365,220,19,0.75
A0041,2024-12-20,spotify,908,535,20,0.72
A0041,2024-12-20,youtube,773,599,21,0.75
A0041,2024-12-20,instagram,457,226,20,0.89
A0041,2024-12-19,spotify,432,183,19,0.59
A0041,2024-12-19,youtube,177,84,22,0.6
A0041,2024-12-19,instagram,330,132,21,0.83
A0041,2024-12-18,spotify,226,96,21,0.79
A0041,2024-12-18,youtube,577,413,21,0.89
A0041,2024-12-18,instagram,175,123,18,0.67
A0041,2024-12-17,spotify,525,374,17,0.87
A0041,2024-12-17,youtube,376,285,21,0.63
A0041,2024-12-17,instagram,488,213,20,0.67
A0041,2024-12-16,spotify,215,135,17,0.67
A0041,2024-12-16,youtube,256,134,19,0.89
A0041,2024-12-16,instagram,475,349,17,0.79
A0042,2025-01-14,spotify,684,387,19,0.85
A0042,2025-01-14,youtube,608,454,20,0.58
A0042,2025-01-14,instagram,348,144,19,0.73
A0042,2025-01-13,spotify,461,225,19,0.78
A0042,2025-01-13,youtube,769,464,18,0.59
A0042,2025-01-13,instagram,98,65,20,0.63
A0042,2025-01-12,spotify,302,154,18,0.84
A0042,2025-01-12,youtube,734,521,22,0.54
A0042,2025-01-12,instagram,442,236,20,0.81
A0042,2025-01-11,spotify,788,623,20,0.78
A0042,2025-01-11,youtube,379,192,17,0.73
A0042,2025-01-11,instagram,168,78,17,0.63
A0042,2025-01-10,spotify,470,223,17,0.78
A0042,2025-01-10,youtube,738,333,17,0.57
A0042,2025-01-10,instagram,203,156,17,0.89
A0042,2025-01-09,spotify,598,387,19,0.89
A0042,2025-01-09,youtube,546,328,20,0.65
A0042,2025-01-09,instagram,262,192,17,0.7
A0042,2025-01-08,spotify,994,680,19,0.7
A0042,2025-01-08,youtube,178,91,18,0.82
A0042,2025-01-08,instagram,108,44,19,0.68
A0042,2025-01-07,spotify,219,110,22,0.74
A0042,2025-01-07,youtube,236,162,21,0.64
A0042,2025-01-07,instagram,60,39,19,0.73
A0042,2025-01-06,spotify,903,595,22,0.79
A0042,2025-01-06,youtube,464,310,18,0.53
A0042,2025-01-06,instagram,349,140,22,0.84
A0042,2025-01-05,spotify,935,587,17,0.89
A0042,2025-01-05,youtube,230,99,20,0.89
A0042,2025-01-05,instagram,140,61,22,0.62
A0042,2025-01-04,spotify,279,140,21,0.67
A0042,2025-01-04,youtube,232,176,22,0.7
A0042,2025-01-04,instagram,106,52,20,0.56
A0042,2025-01-03,spotify,667,307,21,0.78
A0042,2025-01-03,youtube,725,397,19,0.69
A0042,2025-01-03,instagram,108,79,17,0.65
A0042,2025-01-02,spotify,116,49,22,0.67
A0042,2025-01-02,youtube,388,216,21,0.78
A0042,2025-01-02,instagram,137,109,20,0.82
A0042,2025-01-01,spotify,922,442,20,0.65
A0042,2025-01-01,youtube,781,339,18,0.56
A0042,2025-01-01,instagram,213,134,19,0.64
A0042,2024-12-31,spotify,958,414,19,0.83
A0042,2024-12-31,youtube,266,127,17,0.68
A0042,2024-12-31,instagram,282,141,21,0.72
A0042,2024-12-30,spotify,656,440,20,0.76
A0042,2024-12-30,youtube,774,405,20,0.7
A0042,2024-12-30,instagram,198,125,21,0.83
A0042,2024-12-29,spotify,184,121,20,0.61
A0042,2024-12-29,youtube,100,70,20,0.75
A0042,2024-12-29,instagram,490,378,17,0.63
A0042,2024-12-28,spotify,117,68,20,0.8
A0042,2024-12-28,youtube,570,284,22,0.63
A0042,2024-12-28,instagram,171,97,20,0.9
A0042,2024-12-27,spotify,479,346,20,0.53
A0042,2024-12-27,youtube,423,326,18,0.78
A0042,2024-12-27,instagram,380,223,19,0.55
A0042,2024-12-26,spotify,993,469,17,0.53
A0042,2024-12-26,youtube,794,357,20,0.62
A0042,2024-12-26,instagram,385,196,21,0.72
A0042,2024-12-25,spotify,105,76,21,0.74
A0042,2024-12-25,youtube,95,70,22,0.57
A0042,2024-12-25,instagram,324,190,19,0.58
A0042,2024-12-24,spotify,463,201,21,0.76
A0042,2024-12-24,youtube,198,112,17,0.55
A0042,2024-12-24,instagram,380,159,17,0.87
A0042,2024-12-23,spotify,277,119,22,0.76
A0042,2024-12-23,youtube,663,514,18,0.9
A0042,2024-12-23,instagram,50,37,20,0.59
A0042,2024-12-22,spotify,469,341,19,0.62
A0042,2024-12-22,youtube,344,155,17,0.69
A0042,2024-12-22,instagram,100,75,18,0.62
A0042,2024-12-21,spotify,235,123,21,0.54
A0042,2024-12-21,youtube,402,274,19,0.83
A0042,2024-12-21,instagram,446,205,17,0.64
A0042,2024-12-20,spotify,212,145,21,0.76
A0042,2024-12-20,youtube,259,124,19,0.58
A0042,2024-12-20,instagram,75,53,17,0.71
A0042,2024-12-19,spotify,964,424,17,0.6
A0042,2024-12-19,youtube,467,355,21,0.84
A0042,2024-12-19,instagram,182,128,20,0.75
A0042,2024-12-18,spotify,339,249,19,0.87
A0042,2024-12-18,youtube,476,243,22,0.66
A0042,2024-12-18,instagram,243,161,20,0.81
A0042,2024-12-17,spotify,641,286,19,0.76
A0042,2024-12-17,youtube,213,99,18,0.68
A0042,2024-12-17,instagram,144,93,22,0.72
A0042,2024-12-16,spotify,483,327,21,0.64
A0042,2024-12-16,youtube,205,125,19,0.8
A0042,2024-12-16,instagram,372,268,18,0.66
A0043,2025-01-14,spotify,455,215,18,0.71
A0043,2025-01-14,youtube,788,394,19,0.59
A0043,2025-01-14,instagram,54,40,21,0.89
A0043,2025-01-13,spotify,473,318,21,0.68
A0043,2025-01-13,youtube,356,270,20,0.82
A0043,2025-01-13,instagram,467,349,20,0.8
A0043,2025-01-12,spotify,532,274,19,0.76
A0043,2025-01-12,youtube,373,217,18,0.69
A0043,2025-01-12,instagram,378,257,17,0.58
A0043,2025-01-11,spotify,520,216,17,0.81
A0043,2025-01-11,youtube,411,315,22,0.87
A0043,2025-01-11,instagram,466,249,21,0.78
A0043,2025-01-10,spotify,885,365,19,0.55
A0043,2025-01-10,youtube,129,71,21,0.71
A0043,2025-01-10,instagram,343,226,19,0.56
A0043,2025-01-09,spotify,444,297,17,0.72
A0043,2025-01-09,youtube,596,405,20,0.83
A0043,2025-01-09,instagram,383,303,18,0.5
A0043,2025-01-08,spotify,889,476,17,0.87
A0043,2025-01-08,youtube,459,188,18,0.87
A0043,2025-01-08,instagram,61,43,18,0.87
A0043,2025-01-07,spotify,603,349,18,0.7
A0043,2025-01-07,youtube,234,133,21,0.89
A0043,2025-01-07,instagram,189,119,21,0.51
A0043,2025-01-06,spotify,843,653,19,0.73
A0043,2025-01-06,youtube,115,82,19,0.89
A0043,2025-01-06,instagram,166,109,22,0.82
A0043,2025-01-05,spotify,378,216,22,0.88
A0043,2025-01-05,youtube,300,157,21,0.63
A0043,2025-01-05,instagram,104,77,18,0.88
A0043,2025-01-04,spotify,602,263,21,0.61
A0043,2025-01-04,youtube,700,361,19,0.81
A0043,2025-01-04,instagram,412,182,17,0.59
A0043,2025-01-03,spotify,644,391,18,0.51
A0043,2025-01-03,youtube,512,260,17,0.58
A0043,2025-01-03,instagram,69,37,19,0.73
A0043,2025-01-02,spotify,905,683,20,0.67
A0043,2025-01-02,youtube,311,163,18,0.52
A0043,2025-01-02,instagram,376,207,20,0.81
A0043,2025-01-01,spotify,458,188,19,0.66
A0043,2025-01-01,youtube,423,306,22,0.71
A0043,2025-01-01,instagram,425,220,22,0.75
A0043,2024-12-31,spotify,185,81,18,0.54
A0043,2024-12-31,youtube,668,401,22,0.88
A0043,2024-12-31,instagram,463,281,19,0.65
A0043,2024-12-30,spotify,544,395,19,0.85
A0043,2024-12-30,youtube,147,90,21,0.88
A0043,2024-12-30,instagram,144,59,19,0.72
A0043,2024-12-29,spotify,942,694,19,0.57
A0043,2024-12-29,youtube,579,300,22,0.69
A0043,2024-12-29,instagram,479,301,20,0.61
A0043,2024-12-28,spotify,548,391,17,0.53
A0043,2024-12-28,youtube,507,285,19,0.64
A0043,2024-12-28,instagram,249,117,21,0.66
A0043,2024-12-27,spotify,692,463,17,0.78
A0043,2024-12-27,youtube,488,284,22,0.56
A0043,2024-12-27,instagram,111,49,18,0.76
A0043,2024-12-26,spotify,434,345,21,0.62
A0043,2024-12-26,youtube,505,273,17,0.5
A0043,2024-12-26,instagram,316,148,21,0.52
A0043,2024-12-25,spotify,896,605,21,0.75
A0043,2024-12-25,youtube,265,188,19,0.76
A0043,2024-12-25,instagram,145,90,17,0.73
A0043,2024-12-24,spotify,514,381,21,0.71
A0043,2024-12-24,youtube,232,96,17,0.74
A0043,2024-12-24,instagram,410,251,22,0.78
A0043,2024-12-23,spotify,592,298,20,0.57
A0043,2024-12-23,youtube,364,279,22,0.51
A0043,2024-12-23,instagram,400,317,19,0.9
A0043,2024-12-22,spotify,714,288,17,0.67
A0043,2024-12-22,youtube,576,390,20,0.66
A0043,2024-12-22,instagram,187,145,22,0.64
A0043,2024-12-21,spotify,191,78,17,0.88
A0043,2024-12-21,youtube,245,105,18,0.66
A0043,2024-12-21,instagram,276,196,22,0.57
A0043,2024-12-20,spotify,853,579,21,0.52
A0043,2024-12-20,youtube,97,59,19,0.88
A0043,2024-12-20,instagram,119,72,18,0.71
A0043,2024-12-19,spotify,226,118,19,0.65
A0043,2024-12-19,youtube,462,345,19,0.56
A0043,2024-12-19,instagram,106,78,20,0.54
A0043,2024-12-18,spotify,725,438,21,0.77
A0043,2024-12-18,youtube,692,516,22,0.75
A0043,2024-12-18,instagram,244,124,20,0.54
A0043,2024-12-17,spotify,281,153,21,0.78
A0043,2024-12-17,youtube,728,410,20,0.87
A0043,2024-12-17,instagram,127,71,19,0.9
A0043,2024-12-16,spotify,288,195,21,0.66
A0043,2024-12-16,youtube,145,88,20,0.86
A0043,2024-12-16,instagram,335,138,18,0.81
A0044,2025-01-14,spotify,358,281,17,0.6
A0044,2025-01-14,youtube,628,358,18,0.76
A0044,2025-01-14,instagram,267,191,18,0.75
A0044,2025-01-13,spotify,452,226,17,0.86
A0044,2025-01-13,youtube,335,198,18,0.81
A0044,2025-01-13,instagram,469,219,17,0.69
A0044,2025-01-12,spotify,363,289,19,0.56
A0044,2025-01-12,youtube,195,93,20,0.54
A0044,2025-01-12,instagram,75,39,19,0.54
A0044,2025-01-11,spotify,429,328,19,0.88
A0044,2025-01-11,youtube,538,336,17,0.64
A0044,2025-01-11,instagram,300,149,20,0.59
A0044,2025-01-10,spotify,756,493,20,0.89
A0044,2025-01-10,youtube,312,242,18,0.85
A0044,2025-01-10,instagram,87,62,21,0.77
A0044,2025-01-09,spotify,965,562,22,0.89
A0044,2025-01-09,youtube,436,248,21,0.89
A0044,2025-01-09,instagram,376,238,17,0.61
A0044,2025-01-08,spotify,840,572,21,0.71
A0044,2025-01-08,youtube,458,302,18,0.61
A0044,2025-01-08,instagram,179,81,19,0.51
A0044,2025-01-07,spotify,598,318,17,0.51
A0044,2025-01-07,youtube,372,232,17,0.57
A0044,2025-01-07,instagram,152,93,21,0.57
A0044,2025-01-06,spotify,835,427,22,0.84
A0044,2025-01-06,youtube,268,209,17,0.54
A0044,2025-01-06,instagram,309,235,19,0.67
A0044,2025-01-05,spotify,308,239,20,0.65
A0044,2025-01-05,youtube,726,374,22,0.73
A0044,2025-01-05,instagram,452,331,21,0.54
A0044,2025-01-04,spotify,810,487,19,0.61
A0044,2025-01-04,youtube,656,367,19,0.51
A0044,2025-01-04,instagram,391,234,19,0.8
A0044,2025-01-03,spotify,597,289,22,0.65
A0044,2025-01-03,youtube,752,553,20,0.72
A0044,2025-01-03,instagram,321,217,19,0.81
A0044,2025-01-02,spotify,993,485,22,0.67
A0044,2025-01-02,youtube,416,274,20,0.78
A0044,2025-01-02,instagram,416,327,21,0.72
A0044,2025-01-01,spotify,981,778,20,0.52
A0044,2025-01-01,youtube,139,106,19,0.64
A0044,2025-01-01,instagram,462,255,21,0.58
A0044,2024-12-31,spotify,132,70,18,0.63
A0044,2024-12-31,youtube,629,301,20,0.89
A0044,2024-12-31,instagram,375,249,18,0.82
A0044,2024-12-30,spotify,203,126,20,0.72
A0044,2024-12-30,youtube,201,137,20,0.88
A0044,2024-12-30,instagram,213,159,19,0.78
A0044,2024-12-29,spotify,822,346,17,0.64
A0044,2024-12-29,youtube,643,294,17,0.66
A0044,2024-12-29,instagram,207,142,19,0.74
A0044,2024-12-28,spotify,198,121,21,0.52
A0044,2024-12-28,youtube,186,104,20,0.61
A0044,2024-12-28,instagram,210,120,17,0.81
A0044,2024-12-27,spotify,317,218,20,0.71
A0044,2024-12-27,youtube,312,236,17,0.54
A0044,2024-12-27,instagram,173,73,17,0.71
A0044,2024-12-26,spotify,489,229,20,0.88
A0044,2024-12-26,youtube,548,434,19,0.66
A0044,2024-12-26,instagram,479,345,20,0.59
A0044,2024-12-25,spotify,126,89,17,0.64
A0044,2024-12-25,youtube,176,92,20,0.64
A0044,2024-12-25,instagram,173,106,21,0.78
A0044,2024-12-24,spotify,786,604,19,0.52
A0044,2024-12-24,youtube,650,279,20,0.67
A0044,2024-12-24,instagram,341,229,18,0.72
